,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
25467,58,189,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,5,1,5,0,0,0,0,7,4,1
30491,31,535,2,999,0,-1.8,92.893,-46.2,1.354,5099.1,8,2,7,0,0,2,0,6,1,1
41024,37,142,4,6,1,-1.1,94.601,-49.5,1.029,4963.6,10,2,5,0,0,0,0,8,0,2
37519,44,99,1,999,0,-2.9,92.201,-31.4,0.873,5076.2,10,1,3,0,2,0,1,1,2,1
721,56,214,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,0,0,1,6,3,1
27295,33,82,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,2,0,0,7,0,1
15280,36,674,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,1,6,1,0,0,0,3,2,1
32602,42,139,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,1,0,0,0,0,0,6,1,1
23476,33,149,8,999,0,1.4,93.444,-36.1,4.962,5228.1,7,1,6,1,0,2,0,1,2,1
12413,44,250,2,999,0,1.4,93.918,-42.7,4.96,5228.1,9,0,5,0,0,0,0,3,1,1
23659,39,88,18,999,0,1.4,93.444,-36.1,4.962,5228.1,9,1,6,1,2,0,0,1,2,1
13389,30,397,6,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,6,0,0,0,0,3,4,1
4319,31,115,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,2,2,0,2,0,1,6,3,1
20657,55,88,1,999,0,1.4,93.444,-36.1,4.965,5228.1,2,0,3,1,0,0,0,1,4,1
27789,39,395,3,999,0,-1.8,92.843,-50.0,1.687,5099.1,0,2,3,0,2,0,0,5,3,1
3658,59,424,1,999,0,1.1,93.994,-36.4,4.859,5191.0,1,1,0,1,0,0,1,6,0,1
472,31,47,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,3,0,0,0,1,6,3,1
12774,31,85,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,2,3,0,2,0,0,3,3,1
1244,33,206,1,999,0,1.1,93.994,-36.4,4.855,5191.0,4,1,6,0,0,2,1,6,2,1
30753,40,459,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,4,1,6,0,2,0,0,6,3,1
31462,35,222,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,1,1,2,0,2,0,0,6,4,0
29136,19,72,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,8,2,7,0,2,2,0,0,0,1
35997,31,78,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,4,1,3,0,2,0,0,6,3,0
13753,50,108,1,999,0,1.4,93.918,-42.7,4.963,5228.1,5,0,0,1,2,0,0,3,2,1
30299,28,249,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,2,6,0,2,0,0,0,2,1
34425,33,578,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,4,1,5,0,0,0,0,6,2,1
18141,51,69,3,999,0,1.4,93.918,-42.7,4.963,5228.1,9,1,5,0,2,0,0,3,4,1
24952,32,288,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,9,0,5,0,0,0,0,7,3,1
33920,31,152,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,7,2,3,0,2,0,0,6,4,0
11115,35,71,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,1,7,0,0,0,1,4,2,1
15748,32,177,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0,0,2,0,0,0,0,3,1,1
39408,27,317,1,12,1,-1.8,93.749,-34.6,0.638,5008.7,0,2,6,0,0,0,0,0,3,2
8205,37,132,1,999,0,1.4,94.465,-41.8,4.864,5228.1,7,1,3,1,2,0,1,4,3,1
18924,41,653,2,999,0,1.4,93.444,-36.1,4.97,5228.1,11,1,7,0,2,2,0,1,1,1
3144,34,1088,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,2,0,0,0,1,6,2,1
6304,32,54,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,2,0,1,6,3,1
39371,62,515,2,999,2,-1.8,93.369,-34.8,0.635,5008.7,1,1,7,0,0,0,0,5,1,0
11742,33,241,3,999,0,1.4,94.465,-41.8,4.959,5228.1,9,2,5,0,0,2,1,4,0,1
26660,30,197,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,1,2,2,0,0,0,0,7,2,1
18423,33,151,7,999,0,1.4,93.918,-42.7,4.968,5228.1,7,1,5,0,0,2,0,3,2,1
7177,42,260,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,0,0,1,6,2,1
5837,37,81,6,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,1,2,0,1,6,1,1
29334,40,489,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,6,0,2,0,0,0,0,1
31788,38,213,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,2,0,0,0,2,0,6,2,1
6038,47,313,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,3,0,2,0,1,6,3,1
24247,55,120,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,5,1,5,0,2,2,0,7,1,1
32044,36,55,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,1,7,0,0,0,1,6,2,1
4354,30,284,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,1,6,0,0,2,1,6,3,1
12928,34,112,1,999,0,1.4,93.918,-42.7,4.962,5228.1,7,2,3,0,2,0,1,3,3,1
33066,31,136,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,9,2,6,0,2,0,1,6,1,1
39110,32,205,4,999,1,-3.0,92.713,-33.0,0.706,5023.5,6,2,6,0,2,0,0,2,1,0
16912,51,229,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,6,1,0,0,0,3,2,1
38138,30,294,2,6,1,-3.4,92.379,-29.8,0.739,5017.5,0,1,6,0,0,0,0,9,1,2
24147,52,147,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,5,1,6,0,0,0,0,7,1,1
23794,48,85,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,1,0,0,0,0,1,0,1
9859,31,68,3,999,0,1.4,94.465,-41.8,4.959,5228.1,7,1,3,0,2,0,1,4,4,1
3954,46,167,3,999,0,1.1,93.994,-36.4,4.858,5191.0,0,1,5,0,0,0,1,6,1,1
20602,57,139,1,999,0,1.4,93.444,-36.1,4.965,5228.1,6,1,2,0,0,0,0,1,4,1
19265,55,358,1,999,0,1.4,93.444,-36.1,4.967,5228.1,9,1,6,0,0,2,0,1,4,1
15501,38,215,3,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,2,0,2,0,0,3,0,1
1767,40,62,1,999,0,1.1,93.994,-36.4,4.855,5191.0,3,1,0,0,2,2,1,6,0,1
18024,41,69,5,999,0,1.4,93.918,-42.7,4.963,5228.1,8,1,7,1,2,2,0,3,4,1
38498,22,89,1,999,0,-3.4,92.431,-26.9,0.728,5017.5,8,2,1,0,2,0,0,8,3,1
31802,39,55,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,4,1,6,0,2,0,0,6,2,1
23801,38,247,1,999,0,1.4,93.444,-36.1,4.963,5228.1,4,0,6,0,0,0,1,1,0,1
40824,25,732,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,8,2,7,0,0,0,0,9,0,1
1216,59,96,2,999,0,1.1,93.994,-36.4,4.855,5191.0,5,1,7,0,2,0,1,6,2,1
39987,30,12,1,999,0,-1.7,94.055,-39.8,0.761,4991.6,9,2,5,0,2,0,1,4,3,1
8813,44,175,1,999,0,1.4,94.465,-41.8,4.866,5228.1,4,1,6,0,0,0,1,4,2,1
18099,36,597,1,999,0,1.4,93.918,-42.7,4.963,5228.1,10,2,3,0,2,0,0,3,4,1
36650,34,207,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,2,3,0,0,2,0,4,2,1
10901,42,163,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,6,0,2,0,1,4,4,1
25221,35,86,2,999,1,-0.1,93.2,-42.0,4.153,5195.8,1,1,1,0,0,0,0,7,3,0
21943,32,212,2,999,0,1.4,93.444,-36.1,4.964,5228.1,9,1,6,1,0,0,0,1,4,1
23631,30,16,12,999,0,1.4,93.444,-36.1,4.962,5228.1,9,2,5,0,2,0,0,1,2,1
7965,33,171,2,999,0,1.4,94.465,-41.8,4.865,5228.1,6,2,6,0,2,0,1,4,1,1
36869,31,404,3,11,2,-2.9,92.963,-40.8,1.252,5076.2,9,1,5,0,2,0,0,4,3,0
7313,37,25,11,999,0,1.1,93.994,-36.4,4.86,5191.0,3,1,6,1,2,0,1,6,2,1
2973,39,232,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,1,3,1,2,0,1,6,4,1
5248,42,254,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,6,0,0,0,1,6,0,1
16070,60,268,1,999,0,1.4,93.918,-42.7,4.961,5228.1,5,1,1,0,0,0,0,3,3,1
6125,47,272,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,1,2,0,1,6,3,1
38992,54,164,1,999,0,-3.0,92.713,-33.0,0.717,5023.5,9,0,6,0,1,1,0,2,1,1
7358,43,224,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,1,6,0,2,0,1,6,0,1
28791,37,255,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,2,1,5,0,0,0,0,0,2,1
28435,41,240,3,999,0,-1.8,93.075,-47.1,1.435,5099.1,0,1,6,1,2,2,0,0,2,1
10203,48,454,4,999,0,1.4,94.465,-41.8,4.958,5228.1,1,1,2,1,0,0,1,4,2,1
34474,42,874,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,7,0,3,0,2,2,0,6,2,0
39974,76,352,1,3,1,-1.7,94.055,-39.8,0.761,4991.6,5,1,5,1,2,0,0,4,3,2
39649,48,360,1,6,1,-1.8,93.876,-40.0,0.682,5008.7,10,1,5,0,0,0,1,6,4,2
1464,57,185,2,999,0,1.1,93.994,-36.4,4.855,5191.0,7,0,3,1,0,2,1,6,2,1
9395,31,303,2,999,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,2,0,1,4,0,1
11040,39,119,2,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,2,0,2,0,1,4,4,1
10514,54,183,1,999,0,1.4,94.465,-41.8,4.961,5228.1,4,0,6,0,2,0,1,4,3,1
15381,46,113,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,0,0,0,3,0,1
6525,34,156,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,6,0,0,0,1,6,4,1
29261,36,322,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,9,1,5,1,0,0,0,0,0,1
13809,30,150,10,999,0,1.4,93.918,-42.7,4.963,5228.1,6,1,6,0,2,0,1,3,2,1
8750,39,27,1,999,0,1.4,94.465,-41.8,4.866,5228.1,1,1,5,1,2,0,1,4,2,1
38580,78,631,2,999,2,-3.4,92.431,-26.9,0.72,5017.5,5,0,1,0,0,0,0,8,0,0
39576,18,489,1,6,1,-1.8,93.876,-40.0,0.668,5008.7,8,2,7,0,2,0,0,6,3,2
7475,52,854,2,999,0,1.1,93.994,-36.4,4.864,5191.0,7,1,3,1,1,1,1,6,0,1
2667,43,407,4,999,0,1.1,93.994,-36.4,4.859,5191.0,4,1,6,0,1,1,1,6,4,1
12599,46,190,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,2,0,0,3,1,1
729,24,421,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,0,0,0,1,6,3,1
24277,40,16,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1,6,1,0,0,1,7,1,1
3083,41,1013,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,1,0,0,0,1,6,2,1
18712,27,14,23,999,0,1.4,93.918,-42.7,4.968,5228.1,0,2,3,0,2,0,1,3,2,1
10661,37,490,4,999,0,1.4,94.465,-41.8,4.961,5228.1,4,1,6,0,0,0,1,4,3,1
9683,52,291,3,999,0,1.4,94.465,-41.8,4.961,5228.1,2,1,2,1,0,0,1,4,1,1
8127,39,59,4,999,0,1.4,94.465,-41.8,4.865,5228.1,9,1,5,0,2,0,1,4,1,1
30984,35,240,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,1,1,0,2,0,0,6,3,1
15429,37,640,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,1,0,0,0,0,3,0,1
13866,42,143,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,0,0,0,3,0,1
13662,30,58,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,2,0,0,3,2,1
41148,35,397,3,999,0,-1.1,94.767,-50.8,1.04,4963.6,0,2,5,0,2,0,0,7,0,1
31348,39,109,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,1,1,0,0,0,0,6,4,1
837,41,112,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,1,2,1,2,0,1,6,4,1
9457,38,111,5,999,0,1.4,94.465,-41.8,4.967,5228.1,9,2,5,1,2,0,1,4,0,1
6295,43,132,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,0,0,1,6,3,1
26892,33,986,6,999,0,-0.1,93.2,-42.0,4.076,5195.8,0,2,6,0,0,0,0,7,2,1
39144,66,177,1,999,1,-1.8,93.369,-34.8,0.655,5008.7,5,1,5,0,0,0,0,5,3,0
2649,39,163,3,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,3,0,2,2,1,6,3,1
6522,30,226,10,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,4,1
5879,38,219,4,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,1,1
37321,31,265,1,4,3,-2.9,92.201,-31.4,0.883,5076.2,0,2,6,0,0,0,0,1,3,2
8908,31,57,1,999,0,1.4,94.465,-41.8,4.866,5228.1,3,0,3,0,0,0,1,4,2,1
25038,58,191,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,5,1,5,0,2,0,0,7,3,1
1783,36,365,1,999,0,1.1,93.994,-36.4,4.855,5191.0,9,1,5,0,0,2,1,6,0,1
1000,34,214,2,999,0,1.1,93.994,-36.4,4.856,5191.0,2,1,0,0,0,0,1,6,4,1
39468,29,237,4,999,0,-1.8,93.749,-34.6,0.643,5008.7,0,2,6,0,2,0,0,0,1,1
6246,53,92,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,2,2,1,6,3,1
14418,28,138,4,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,2,1,2,2,1,3,3,1
6046,26,126,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,0,0,0,1,6,3,1
27526,48,695,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,9,1,5,0,2,2,0,7,0,1
26338,36,46,2,999,1,-0.1,93.2,-42.0,4.076,5195.8,10,1,1,0,2,0,0,7,2,0
1262,49,143,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,1,0,1,2,0,1,6,2,1
17108,25,112,2,999,0,1.4,93.918,-42.7,4.962,5228.1,9,2,3,0,0,2,0,3,0,1
2512,38,94,2,999,0,1.1,93.994,-36.4,4.856,5191.0,9,2,5,0,2,0,1,6,3,1
11116,40,168,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,1,5,1,0,0,1,4,2,1
34297,23,720,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,0,0,0,0,6,2,0
3862,44,409,3,999,0,1.1,93.994,-36.4,4.859,5191.0,4,1,3,0,2,0,1,6,0,1
23832,45,135,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1,3,0,0,0,0,1,0,1
40089,33,9,1,999,0,-1.7,94.215,-40.3,0.827,4991.6,1,1,2,0,0,2,1,3,1,1
12550,58,86,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,1,2,0,0,3,1,1
33686,44,150,3,999,2,-1.8,92.893,-46.2,1.281,5099.1,0,1,3,0,2,0,0,6,4,0
9388,33,113,1,999,0,1.4,94.465,-41.8,4.967,5228.1,1,1,1,1,0,0,1,4,0,1
39536,20,99,1,999,0,-1.8,93.749,-34.6,0.646,5008.7,8,2,7,0,2,0,0,0,3,1
15476,35,642,1,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,6,0,0,0,0,3,0,1
4518,36,147,2,999,0,1.1,93.994,-36.4,4.856,5191.0,9,0,6,1,2,0,1,6,3,1
9736,39,164,3,999,0,1.4,94.465,-41.8,4.961,5228.1,6,1,0,1,2,0,1,4,1,1
17163,56,236,8,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,2,1,0,0,0,3,0,1
2124,30,386,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,1,1,1,1,6,1,1
26205,44,48,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,0,2,5,0,0,0,0,7,2,1
12807,26,124,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,2,1,2,0,0,3,3,1
22802,57,84,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1,1,2,0,2,0,0,1,1,1
8623,48,103,2,999,0,1.4,94.465,-41.8,4.864,5228.1,1,1,2,0,2,0,1,4,4,1
15860,42,71,9,999,0,1.4,93.918,-42.7,4.96,5228.1,3,0,0,0,2,0,0,3,1,1
27396,49,288,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,7,0,0,0,0,7,0,0
12708,40,167,3,999,0,1.4,93.918,-42.7,4.96,5228.1,7,1,3,0,2,0,1,3,1,1
4574,43,103,3,999,0,1.1,93.994,-36.4,4.856,5191.0,1,1,0,1,2,0,1,6,3,1
24568,35,747,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1,6,0,0,0,0,7,1,1
16308,47,78,10,999,0,1.4,93.918,-42.7,4.961,5228.1,1,2,7,1,2,0,0,3,3,1
5858,30,304,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,1,2,0,1,6,1,1
2067,47,130,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,0,6,0,0,0,1,6,1,1
374,43,202,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,3,1
7530,34,83,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,1,6,0,0,0,1,6,0,1
34570,37,36,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,7,0,3,0,0,0,0,6,2,1
25980,35,112,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,9,2,2,0,2,0,0,7,4,1
25379,58,64,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,1,1,2,0,0,0,0,7,3,0
30803,46,675,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,1,3,0,2,0,0,6,3,1
33914,47,177,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,1,1,0,0,2,0,0,6,4,0
35889,35,231,2,999,0,-1.8,92.893,-46.2,1.259,5099.1,9,1,6,0,2,2,1,6,0,1
21560,59,115,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,2,0,0,1,3,1
25831,35,293,2,999,1,-0.1,93.2,-42.0,4.12,5195.8,4,2,6,0,2,2,0,7,4,0
24632,51,178,2,999,1,-0.1,93.2,-42.0,4.191,5195.8,1,1,0,0,2,2,0,7,1,0
28487,26,62,1,999,0,-1.8,93.075,-47.1,1.423,5099.1,10,2,6,0,2,0,0,0,3,1
26117,40,322,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,2,1,0,0,2,2,0,7,4,1
37850,33,207,3,15,1,-2.9,92.201,-31.4,0.825,5076.2,0,1,3,0,0,0,0,1,0,2
40946,60,357,2,999,1,-1.1,94.601,-49.5,0.985,4963.6,5,1,0,0,2,0,0,8,4,0
12478,49,21,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0,0,3,0,0,0,0,3,1,1
10723,43,41,2,999,0,1.4,94.465,-41.8,4.961,5228.1,9,1,5,0,2,0,1,4,3,1
36964,56,129,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,2,1,7,0,2,0,0,3,2,1
11813,33,61,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1,3,0,2,0,1,4,0,1
982,45,229,3,999,0,1.1,93.994,-36.4,4.856,5191.0,2,2,6,0,1,1,1,6,4,1
23068,60,17,13,999,0,1.4,93.444,-36.1,4.965,5228.1,6,1,2,0,0,0,0,1,3,1
37473,39,315,2,4,1,-2.9,92.201,-31.4,0.873,5076.2,0,1,3,0,0,0,0,1,2,2
29660,44,400,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,1,0,0,0,0,0,1,1
26842,43,157,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,9,2,5,1,1,1,0,7,2,1
4994,35,265,2,999,0,1.1,93.994,-36.4,4.858,5191.0,7,1,3,0,0,0,1,6,4,1
12430,51,104,2,999,0,1.4,93.918,-42.7,4.96,5228.1,4,1,0,0,0,0,0,3,1,1
18635,28,44,3,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,0,1,2,0,0,3,2,1
1458,45,78,3,999,0,1.1,93.994,-36.4,4.855,5191.0,1,2,2,0,0,0,1,6,2,1
5102,32,445,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,1,2,0,1,6,0,1
15676,27,405,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,0,2,0,0,3,1,1
14948,43,1389,7,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,3,0,0,0,0,3,4,1
21430,31,223,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1,6,0,2,0,1,1,3,1
5669,42,105,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,2,2,1,6,1,1
22745,30,68,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,0,0,0,1,1,1
5506,47,168,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,6,0,0,0,1,6,1,1
21374,45,43,3,999,0,1.4,93.444,-36.1,4.963,5228.1,9,0,6,1,0,0,0,1,1,1
24528,39,58,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1,3,0,2,0,0,7,1,1
34255,38,102,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,0,0,0,0,6,2,1
39697,28,472,1,3,5,-1.8,93.876,-40.0,0.69,5008.7,8,2,3,0,0,2,0,6,4,2
30405,37,73,3,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,1,3,0,0,0,0,0,2,1
40186,51,73,4,999,0,-1.7,94.215,-40.3,0.861,4991.6,0,1,6,0,0,2,0,3,0,1
20066,34,217,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,2,0,0,1,1,1
4559,43,324,2,999,0,1.1,93.994,-36.4,4.856,5191.0,9,1,7,0,2,0,1,6,3,1
29661,41,197,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,0,1,0,0,0,0,1,1
38663,54,101,1,999,0,-3.4,92.649,-30.1,0.719,5017.5,1,1,2,0,2,2,0,7,4,1
35217,32,160,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,1,5,0,2,0,0,6,0,1
22020,47,175,3,999,0,1.4,93.444,-36.1,4.964,5228.1,9,1,5,0,2,0,0,1,4,1
23575,37,192,1,999,0,1.4,93.444,-36.1,4.962,5228.1,0,1,6,1,0,2,0,1,2,1
9614,43,175,3,999,0,1.4,94.465,-41.8,4.961,5228.1,0,1,6,1,2,0,1,4,1,1
32162,57,208,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,5,2,6,0,0,0,0,6,0,1
211,55,286,1,999,0,1.1,93.994,-36.4,4.857,5191.0,3,0,6,0,0,0,1,6,1,1
928,31,97,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1,1,2,0,2,2,1,6,4,1
18305,33,782,7,999,0,1.4,93.918,-42.7,4.963,5228.1,7,1,5,0,0,0,0,3,4,1
21013,33,168,2,999,0,1.4,93.444,-36.1,4.964,5228.1,9,1,5,0,2,2,0,1,2,1
25984,34,254,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,7,0,1,1,0,0,0,7,4,1
36706,52,333,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,0,1,6,0,2,0,0,4,0,1
3662,39,169,1,999,0,1.1,93.994,-36.4,4.859,5191.0,4,1,6,0,0,0,1,6,0,1
10660,30,74,6,999,0,1.4,94.465,-41.8,4.961,5228.1,6,2,6,0,0,2,1,4,3,1
29262,28,232,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,9,2,6,0,0,0,0,0,0,1
15066,49,344,10,999,0,1.4,93.918,-42.7,4.958,5228.1,0,2,6,0,2,0,1,3,2,1
22465,47,94,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0,0,6,0,2,0,0,1,0,1
8784,35,97,1,999,0,1.4,94.465,-41.8,4.866,5228.1,1,1,2,0,2,2,1,4,2,1
19763,57,161,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,1,6,1,2,0,0,1,0,1
7000,32,27,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,5,0,0,0,1,6,2,1
24795,32,105,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,7,1,3,0,2,0,0,7,3,0
7585,59,475,4,999,0,1.1,93.994,-36.4,4.864,5191.0,5,2,3,0,0,0,1,6,0,1
34171,34,125,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,2,1,0,2,0,0,6,4,1
24375,52,89,2,999,1,-0.1,93.2,-42.0,4.191,5195.8,4,0,6,0,2,0,0,7,1,0
36399,30,495,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,10,1,5,0,2,2,0,4,3,1
1649,47,237,1,999,0,1.1,93.994,-36.4,4.855,5191.0,10,1,3,1,2,0,1,6,0,1
36156,34,1576,1,999,0,-1.8,92.893,-46.2,1.27,5099.1,0,1,6,0,0,0,0,6,4,1
34271,22,9,6,999,0,-1.8,92.893,-46.2,1.266,5099.1,8,2,3,0,2,0,1,6,2,1
8416,40,176,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,2,6,1,2,0,1,4,3,1
10897,36,335,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,1,3,0,2,0,1,4,4,1
1507,44,116,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,1,2,1,0,0,1,6,2,1
36098,49,132,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,0,2,6,0,0,0,0,6,3,0
12563,55,210,1,999,0,1.4,93.918,-42.7,4.96,5228.1,5,0,3,1,0,0,0,3,1,1
6636,46,97,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,0,0,1,6,4,1
33993,35,234,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,7,2,3,0,0,0,0,6,4,1
21031,45,425,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,1,0,2,2,0,1,2,1
13832,24,545,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,2,2,0,2,0,0,3,0,1
34165,42,531,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,9,2,5,0,0,0,0,6,4,1
38250,44,306,1,2,1,-3.4,92.431,-26.9,0.742,5017.5,9,1,2,0,2,0,0,8,3,2
6382,35,112,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,2,0,1,6,3,1
4148,24,243,6,999,0,1.1,93.994,-36.4,4.858,5191.0,0,2,3,0,2,0,1,6,1,1
17721,41,99,6,999,0,1.4,93.918,-42.7,4.961,5228.1,7,1,7,0,0,0,0,3,3,1
